codmpio,amount_sum,amount_mean,donors_sum,donors_mean,yearly
5001,1428.77299125,357.1932478125,162,40.5,2011
5002,18.3,18.3,4,4,2011
5004,2.25,2.25,2,2,2011
5021,0,0,1,1,2011
5030,96.305327,13.757903857142857,39,5.571428571428571,2011
5031,63.0775,21.02583333333333,34,11.333333333333334,2011
5034,4.34,4.34,1,1,2011
5036,4,2,3,1.5,2011
5038,12,12,1,1,2011
5040,25.3714,12.6857,4,2,2011
5042,14.186647,7.0933235,14,7,2011
5044,5,5,1,1,2011
5045,414.2275,103.556875,56,14,2011
5051,34.12864,11.376213333333334,13,4.333333333333333,2011
5055,2,2,1,1,2011
5079,9.3,4.65,3,1.5,2011
5086,5.766255,5.766255,2,2,2011
5088,351.551821,175.7759105,46,23,2011
5091,19.3,19.3,4,4,2011
5093,27.5,13.75,7,3.5,2011
5101,7.15,3.575,6,3,2011
5107,2,2,1,1,2011
5120,23.59,11.795,4,2,2011
5125,4.634591,2.3172955,3,1.5,2011
5129,27.5,6.875,12,3,2011
5134,2.92,2.92,3,3,2011
5142,20.619,20.619,16,16,2011
5145,27.5,27.5,6,6,2011
5147,120.726,30.1815,29,7.25,2011
5148,21.3,7.1,14,4.666666666666667,2011
5150,12.6,6.3,46,23,2011
5154,44.214739,11.05368475,19,4.75,2011
5172,45.416,22.708,17,8.5,2011
5190,23.458129,7.819376333333333,16,5.333333333333333,2011
5206,2,2,1,1,2011
5209,16.66,8.33,7,3.5,2011
5212,30,7.5,12,3,2011
5234,8.7,8.7,4,4,2011
5237,17.139181,17.139181,36,36,2011
5240,3.84,3.84,9,9,2011
5250,74.356193,14.8712386,14,2.8,2011
5264,6.830481,6.830481,3,3,2011
5266,96.794904,48.397452,11,5.5,2011
5282,10,10,2,2,2011
5284,17.288154,8.644077,5,2.5,2011
5308,50.337,12.58425,19,4.75,2011
5310,18.75,6.25,9,3,2011
5313,4,4,2,2,2011
5315,4,2,2,1,2011
5318,38.34,9.585,17,4.25,2011
5321,13.1,13.1,11,11,2011
5347,31.06,10.353333333333333,11,3.6666666666666665,2011
5353,8.55,8.55,2,2,2011
5360,426.65055,142.21685,22,7.333333333333333,2011
5361,24.5,24.5,8,8,2011
5364,21.5,21.5,4,4,2011
5368,26.955,6.73875,10,2.5,2011
5376,5.11,2.555,13,6.5,2011
5380,81,27,14,4.666666666666667,2011
5390,24,12,3,1.5,2011
5400,33.549831,11.183277,29,9.666666666666666,2011
5440,4.5,4.5,4,4,2011
5467,5.8,2.9,3,1.5,2011
5475,52.8379,10.56758,26,5.2,2011
5480,57.98,19.326666666666668,13,4.333333333333333,2011
5490,72.76064,24.25354666666667,21,7,2011
5495,5,5,1,1,2011
5541,18,18,6,6,2011
5576,3,3,1,1,2011
5579,26.5,6.625,6,1.5,2011
5591,58.166769,29.0833845,25,12.5,2011
5604,39.5,19.75,11,5.5,2011
5607,27.185,9.061666666666666,7,2.3333333333333335,2011
5615,177.885192,29.647532000000002,53,8.833333333333334,2011
5628,7.1,3.55,7,3.5,2011
5631,250.4705,62.617625,71,17.75,2011
5642,15,7.5,4,2,2011
5647,13.2,6.6,4,2,2011
5649,15,5,5,1.6666666666666667,2011
5656,37.3,12.433333333333334,5,1.6666666666666667,2011
5658,3.6,3.6,2,2,2011
5659,59.492,19.83066666666667,18,6,2011
5660,48.220554,24.110277,19,9.5,2011
5664,32.5915,16.29575,2,1,2011
5665,34,34,7,7,2011
5667,5,5,1,1,2011
5674,5,5,1,1,2011
5679,54.0718,18.023933333333332,11,3.6666666666666665,2011
5686,33.5,33.5,11,11,2011
5690,1.32,0.66,2,1,2011
5697,14.252487,7.1262435,10,5,2011
5736,38,19,8,4,2011
5756,14.42,14.42,24,24,2011
5761,4.28437,2.142185,2,1,2011
5789,20.75,20.75,11,11,2011
5790,50.235,50.235,44,44,2011
5792,21.9,21.9,4,4,2011
5809,10.98,10.98,7,7,2011
5837,390.804775,130.26825833333334,43,14.333333333333334,2011
5842,5.8,5.8,2,2,2011
5847,9.5,4.75,4,2,2011
5854,10.5,10.5,7,7,2011
5856,36.9876,9.2469,9,2.25,2011
5858,15.778229,7.8891145,6,3,2011
5861,45.449624,11.362406,23,5.75,2011
5873,37.7,12.566666666666666,20,6.666666666666667,2011
5887,6.1,3.05,2,1,2011
5890,8.74595,4.372975,4,2,2011
5893,70.8039,17.700975,8,2,2011
5895,12.960735,12.960735,2,2,2011
8001,1404.104354,468.03478466666667,107,35.666666666666664,2011
8078,25,12.5,2,1,2011
8137,31.07025,10.35675,6,2,2011
8141,8,8,2,2,2011
8296,58.310648,58.310648,9,9,2011
8372,56.85,56.85,10,10,2011
8421,8.34,8.34,4,4,2011
8433,73.46,36.73,3,1.5,2011
8520,10,10,3,3,2011
8549,15,7.5,3,1.5,2011
8558,20,20,4,4,2011
8560,2.8,1.4,2,1,2011
8573,81.909559,40.9547795,8,4,2011
8606,2,2,4,4,2011
8638,112.211742,18.701957,13,2.1666666666666665,2011
8675,1,1,8,8,2011
8685,6.995,3.4975,3,1.5,2011
8758,620.51,206.83666666666664,37,12.333333333333334,2011
8832,14.38,7.19,4,2,2011
8849,1.2,1.2,1,1,2011
11001,4127.34755332,458.5941725911111,278,30.88888888888889,2011
13001,1646.972282,329.39445639999997,112,22.4,2011
13006,42,21,8,4,2011
13052,64.573,21.52433333333333,26,8.666666666666666,2011
13074,62.8,31.4,19,9.5,2011
13160,16.95,8.475,4,2,2011
13188,12.6,12.6,4,4,2011
13212,17,8.5,5,2.5,2011
13222,14,14,3,3,2011
13244,37.5,18.75,7,3.5,2011
13248,11.5,11.5,3,3,2011
13300,4,4,1,1,2011
13430,43.94,10.985,12,3,2011
13440,15,15,3,3,2011
13442,6.5,6.5,4,4,2011
13468,0.3,0.3,1,1,2011
13473,57,57,2,2,2011
13490,5,5,1,1,2011
13549,10.2,5.1,3,1.5,2011
13580,29.26,29.26,6,6,2011
13600,32.44,10.813333333333334,9,3,2011
13647,25,25,2,2,2011
13650,10,10,2,2,2011
13655,16.6,16.6,17,17,2011
13667,4.5,2.25,2,1,2011
13670,35.5,11.833333333333334,12,4,2011
13673,20.755,10.3775,5,2.5,2011
13688,24.5,12.25,4,2,2011
13744,51.6,17.2,19,6.333333333333333,2011
13780,49.8345,12.458625,21,5.25,2011
13838,54.8,27.4,18,9,2011
13873,18.845,9.4225,5,2.5,2011
13894,20.22,10.11,5,2.5,2011
15001,113.31,113.31,31,31,2011
15051,0,0,1,1,2011
15087,3.7315,3.7315,1,1,2011
15104,5.3,5.3,3,3,2011
15106,3.46143,3.46143,3,3,2011
15109,3,3,1,1,2011
15114,5.85,2.925,2,1,2011
15135,3,3,2,2,2011
15162,35,35,3,3,2011
15172,12.865,12.865,14,14,2011
15176,9.2,4.6,2,1,2011
15204,26,26,6,6,2011
15215,5.3,5.3,4,4,2011
15224,0,0,1,1,2011
15236,2.7,2.7,1,1,2011
15238,0.4126,0.2063,3,1.5,2011
15293,0.5,0.5,1,1,2011
15299,2.3,1.15,3,1.5,2011
15367,4,4,1,1,2011
15401,35,17.5,21,10.5,2011
15403,4,4,2,2,2011
15407,29.5,29.5,5,5,2011
15425,8.7195,8.7195,7,7,2011
15464,1.5,1.5,1,1,2011
15466,2,2,1,1,2011
15469,3.5,3.5,1,1,2011
15480,7.5,7.5,2,2,2011
15491,5.15445,5.15445,10,10,2011
15494,5.7,2.85,2,1,2011
15500,37.3,18.65,4,2,2011
15531,5,5,1,1,2011
15537,11.838,5.919,7,3.5,2011
15572,96.65,24.1625,48,12,2011
15580,14,14,5,5,2011
15599,1,1,1,1,2011
15600,6,6,3,3,2011
15646,23,23,4,4,2011
15664,0,0,1,1,2011
15673,0,0,1,1,2011
15686,2.915,2.915,1,1,2011
15693,5,5,1,1,2011
15720,3.5,3.5,2,2,2011
15723,5.8,5.8,1,1,2011
15759,89.86,89.86,6,6,2011
15761,5.8,5.8,1,1,2011
15764,2.66973,2.66973,1,1,2011
15774,1.8,1.8,2,2,2011
15776,7.14,7.14,3,3,2011
15798,0.9,0.9,9,9,2011
15806,25.56,25.56,14,14,2011
15814,2,2,1,1,2011
15835,0,0,1,1,2011
15837,3,3,1,1,2011
15861,8.2,4.1,4,2,2011
17001,333.21,83.3025,86,21.5,2011
17013,0,0,1,1,2011
17050,46.2,15.4,8,2.6666666666666665,2011
17174,20.5,10.25,7,3.5,2011
17272,9,4.5,2,1,2011
17380,8.632714,8.632714,7,7,2011
17433,40.2,20.1,7,3.5,2011
17442,10,10,2,2,2011
17524,7,7,25,25,2011
17541,20,20,4,4,2011
17614,48.225365,9.645073,18,3.6,2011
17653,0.6475,0.6475,2,2,2011
17662,20,20,2,2,2011
17777,0.65,0.65,1,1,2011
17867,21.4,21.4,3,3,2011
17873,22.2,11.1,12,6,2011
17877,8,8,2,2,2011
18001,93.76,31.253333333333334,11,3.6666666666666665,2011
18029,29.1,14.55,7,3.5,2011
18094,24.189248,12.094624,10,5,2011
18150,47.690232,15.896744,10,3.3333333333333335,2011
18205,10.5,5.25,3,1.5,2011
18247,13.1,6.55,5,2.5,2011
18256,8.2301,8.2301,4,4,2011
18410,27,27,9,9,2011
18460,15,15,1,1,2011
18479,5.85,2.925,5,2.5,2011
18592,21.8,10.9,6,3,2011
18610,0.45,0.45,2,2,2011
18753,39.497835,19.7489175,36,18,2011
18756,23.4,11.7,6,3,2011
18785,11,11,2,2,2011
19001,228.715041,45.743008200000006,42,8.4,2011
19050,19.44,9.72,16,8,2011
19075,36.31,18.155,11,5.5,2011
19100,15,15,2,2,2011
19110,1.5,1.5,1,1,2011
19130,21.4,10.7,5,2.5,2011
19142,22.36,11.18,13,6.5,2011
19290,0.85,0.85,1,1,2011
19300,37.5,12.5,11,3.6666666666666665,2011
19318,8.6,8.6,3,3,2011
19355,10.5,10.5,5,5,2011
19364,19.5,9.75,6,3,2011
19392,4,4,1,1,2011
19397,17,8.5,6,3,2011
19418,7,3.5,2,1,2011
19450,8.85,4.425,10,5,2011
19455,14.8,14.8,3,3,2011
19473,17.2,17.2,5,5,2011
19513,14.5,7.25,3,1.5,2011
19517,4,4,1,1,2011
19532,5,5,1,1,2011
19533,32.1,16.05,6,3,2011
19548,14,14,4,4,2011
19573,80.15,20.0375,25,6.25,2011
19585,14,14,4,4,2011
19622,10.05,10.05,3,3,2011
19693,26,13,7,3.5,2011
19698,47.661523,15.887174333333334,12,4,2011
19701,7.304,3.652,2,1,2011
19743,26.10369,13.051845,22,11,2011
19760,19.5,9.75,5,2.5,2011
19780,2,2,1,1,2011
19785,6.5,6.5,2,2,2011
19807,23.27,7.756666666666667,7,2.3333333333333335,2011
19809,56.5,28.25,10,5,2011
19821,12.65,6.325,12,6,2011
19824,51,12.75,9,2.25,2011
19845,26.41,13.205,7,3.5,2011
20001,467.5,116.875,24,6,2011
20011,86,43,4,2,2011
20013,87.17,43.585,11,5.5,2011
20045,9.5,4.75,2,1,2011
20060,28,28,3,3,2011
20175,8.2,4.1,3,1.5,2011
20178,12.2,6.1,3,1.5,2011
20228,29.065,9.688333333333334,9,3,2011
20238,25.33,25.33,6,6,2011
20310,0.5,0.5,1,1,2011
20400,6.5,6.5,1,1,2011
20443,26,26,3,3,2011
20517,10,10,1,1,2011
20614,2.5,2.5,1,1,2011
20621,10.88,10.88,3,3,2011
20770,30.8358,30.8358,2,2,2011
20787,41.75,20.875,10,5,2011
23001,407.65,135.88333333333335,27,9,2011
23068,45.6,22.8,5,2.5,2011
23090,12,6,3,1.5,2011
23162,51.82048,51.82048,4,4,2011
23168,19.8,19.8,5,5,2011
23300,19,9.5,3,1.5,2011
23350,15.6,15.6,3,3,2011
23417,53,53,3,3,2011
23419,38,38,6,6,2011
23466,15,15,2,2,2011
23500,4,4,1,1,2011
23555,30,30,1,1,2011
23570,13.35,13.35,3,3,2011
23580,55,27.5,6,3,2011
23660,111.6,27.9,13,3.25,2011
23675,5,5,1,1,2011
23678,33,16.5,8,4,2011
23686,32.3,16.15,18,9,2011
23855,60,20,16,5.333333333333333,2011
25001,2.6074,2.6074,1,1,2011
25019,8,8,2,2,2011
25035,6.5,3.25,3,1.5,2011
25040,1.23431,1.23431,1,1,2011
25053,13.55,3.3875,11,2.75,2011
25095,10,10,2,2,2011
25099,3,3,1,1,2011
25120,1.5,1.5,1,1,2011
25123,17.95,8.975,7,3.5,2011
25126,64.5,21.5,16,5.333333333333333,2011
25148,0.14,0.14,1,1,2011
25154,0.6,0.6,1,1,2011
25168,8,4,4,2,2011
25175,73.134,36.567,11,5.5,2011
25178,10.7,10.7,3,3,2011
25183,5,5,1,1,2011
25214,62.8,20.933333333333334,13,4.333333333333333,2011
25224,6.7,3.35,5,2.5,2011
25245,37.18251,12.39417,23,7.666666666666667,2011
25258,5.8,5.8,5,5,2011
25260,43.4505,21.72525,9,4.5,2011
25269,98.7664,32.922133333333335,16,5.333333333333333,2011
25279,31.21,31.21,4,4,2011
25286,88.926415,29.64213833333333,8,2.6666666666666665,2011
25288,2.8,2.8,1,1,2011
25290,86.9,43.45,5,2.5,2011
25293,47.5,23.75,11,5.5,2011
25295,19.9,19.9,16,16,2011
25307,121.36166,60.68083,20,10,2011
25317,2.55,2.55,1,1,2011
25322,0.61,0.61,1,1,2011
25324,9.3464,9.3464,3,3,2011
25328,10.434,10.434,7,7,2011
25335,13.966956,6.983478,2,1,2011
25368,12,12,4,4,2011
25372,2,2,1,1,2011
25377,12.06,12.06,2,2,2011
25386,51.84897,10.369794,7,1.4,2011
25402,26.7,26.7,6,6,2011
25407,7,3.5,2,1,2011
25426,2,2,1,1,2011
25430,94.26,47.13,27,13.5,2011
25436,2.039,2.039,2,2,2011
25438,8,8,3,3,2011
25473,10.83175,5.415875,2,1,2011
25486,12.5,12.5,2,2,2011
25489,2.6,2.6,1,1,2011
25491,0.912,0.912,1,1,2011
25518,6,6,2,2,2011
25530,14.2,7.1,7,3.5,2011
25572,7.5765,1.894125,20,5,2011
25580,19.4,19.4,4,4,2011
25596,8,8,2,2,2011
25645,35,35,9,9,2011
25649,0.5,0.5,1,1,2011
25658,15.5,7.75,8,4,2011
25662,7,7,2,2,2011
25736,4.45,1.4833333333333332,3,1,2011
25740,0,0,1,1,2011
25743,13.670167,4.556722333333333,5,1.6666666666666667,2011
25754,47.8,11.95,7,1.75,2011
25758,35.78819,7.157638,34,6.8,2011
25769,1,1,1,1,2011
25772,0.8,0.8,1,1,2011
25781,1.2,1.2,1,1,2011
25785,1.5,1.5,1,1,2011
25797,8,8,1,1,2011
25799,22.5,11.25,5,2.5,2011
25807,0.522,0.522,1,1,2011
25815,9.5,4.75,4,2,2011
25817,17.9,5.966666666666667,4,1.3333333333333333,2011
25823,4,4,2,2,2011
25839,18,18,5,5,2011
25843,30,30,2,2,2011
25845,14.137,7.0685,3,1.5,2011
25851,18.25,9.125,21,10.5,2011
25867,8.15,4.075,4,2,2011
25873,16.12,5.373333333333333,7,2.3333333333333335,2011
25875,34.5,11.5,10,3.3333333333333335,2011
25898,4.58432,4.58432,1,1,2011
25899,184.202,46.0505,18,4.5,2011
27001,80.3,40.15,5,2.5,2011
27006,17.99,8.995,4,2,2011
27050,41,41,5,5,2011
27073,47.5,23.75,13,6.5,2011
27075,41.157892,41.157892,5,5,2011
27077,20,20,5,5,2011
27099,40.376,40.376,8,8,2011
27135,50.5,25.25,7,3.5,2011
27150,33.4,16.7,6,3,2011
27205,19.5,9.75,7,3.5,2011
27245,32.47397,16.236985,14,7,2011
27250,27,27,10,10,2011
27361,7,7,2,2,2011
27372,60.3,20.1,12,4,2011
27413,32,32,5,5,2011
27425,28,14,13,6.5,2011
27495,53.5,26.75,25,12.5,2011
27580,8.9,4.45,2,1,2011
27600,63,31.5,7,3.5,2011
27660,14.5,14.5,4,4,2011
27745,53.982,53.982,6,6,2011
27787,17,17,5,5,2011
27810,12.7,6.35,2,1,2011
41001,103.624,34.541333333333334,34,11.333333333333334,2011
41006,12.5,12.5,2,2,2011
41013,5,5,1,1,2011
41016,16.05,5.35,6,2,2011
41020,21.4,5.35,7,1.75,2011
41026,5,5,2,2,2011
41078,25.7,8.566666666666666,9,3,2011
41132,19,19,4,4,2011
41206,16.5,16.5,8,8,2011
41244,3,3,1,1,2011
41298,33.57647,11.192156666666666,10,3.3333333333333335,2011
41306,25.9,6.475,9,2.25,2011
41319,18.17,18.17,9,9,2011
41349,6.9,3.45,5,2.5,2011
41359,38.88,19.44,9,4.5,2011
41396,26.534,13.267,8,4,2011
41483,29.5,14.75,5,2.5,2011
41503,15,15,7,7,2011
41524,33.5,33.5,7,7,2011
41530,0.15,0.15,1,1,2011
41548,39.07695,13.02565,12,4,2011
41551,145.868,48.62266666666667,32,10.666666666666666,2011
41615,5,5,1,1,2011
41660,13.8408,6.9204,13,6.5,2011
41668,24.12,12.06,9,4.5,2011
41676,2.9,2.9,3,3,2011
41770,17.31,5.77,10,3.3333333333333335,2011
41791,15,15,4,4,2011
41797,5,5,1,1,2011
41799,3,3,1,1,2011
41872,6,3,2,1,2011
44035,6.5,6.5,2,2,2011
44078,33.5932,11.197733333333334,6,2,2011
44090,11,5.5,3,1.5,2011
44098,2.28,2.28,4,4,2011
44110,14.1,14.1,5,5,2011
44279,53.5,26.75,16,8,2011
44430,494,164.66666666666666,38,12.666666666666666,2011
44560,56,28,18,9,2011
44650,51,25.5,5,2.5,2011
44847,278,139,26,13,2011
44855,24.2,12.1,16,8,2011
44874,50.18,12.545,11,2.75,2011
47001,957.647285,239.41182125,91,22.75,2011
47030,15,15,3,3,2011
47053,12.5,6.25,3,1.5,2011
47058,6.3,6.3,4,4,2011
47161,23.483,11.7415,4,2,2011
47170,11,11,4,4,2011
47189,152.5648,38.1412,23,5.75,2011
47245,18.3724,9.1862,5,2.5,2011
47288,62.732983,62.732983,5,5,2011
47318,15,15,3,3,2011
47460,10,10,1,1,2011
47545,0.8,0.8,1,1,2011
47551,5,5,1,1,2011
47555,55,27.5,6,3,2011
47570,35.85,11.95,15,5,2011
47605,5,5,2,2,2011
47660,5,5,4,4,2011
47675,10.2839,10.2839,3,3,2011
47692,19.85,19.85,1,1,2011
47703,10,10,1,1,2011
47707,25.8349,25.8349,18,18,2011
47798,15.5,7.75,4,2,2011
47960,4,4,2,2,2011
50001,987.86704,164.64450666666664,86,14.333333333333334,2011
50006,80.5,20.125,12,3,2011
50124,7.5,7.5,1,1,2011
50150,7.928,3.964,8,4,2011
50223,30.050839,15.0254195,29,14.5,2011
50226,31.7,15.85,8,4,2011
50245,1.5,1.5,1,1,2011
50251,40,20,9,4.5,2011
50270,15.9,15.9,8,8,2011
50287,17.2,17.2,4,4,2011
50313,47.6099,23.80495,16,8,2011
50318,38,38,5,5,2011
50330,21,21,5,5,2011
50350,20.8165,20.8165,5,5,2011
50370,15,7.5,4,2,2011
50400,8,8,2,2,2011
50450,22,22,5,5,2011
50568,80.95018,26.983393333333332,60,20,2011
50573,64.7,21.566666666666666,20,6.666666666666667,2011
50577,13.175,6.5875,27,13.5,2011
50590,12.9,12.9,3,3,2011
50606,12.5,12.5,3,3,2011
50680,23.2,11.6,6,3,2011
50683,32.7475,10.915833333333333,9,3,2011
50686,3.7,3.7,1,1,2011
50689,7.8,3.9,2,1,2011
50711,22.8,22.8,4,4,2011
52001,81,27,20,6.666666666666667,2011
52022,10,10,4,4,2011
52079,43.55,8.71,13,2.6,2011
52083,6,6,3,3,2011
52203,3,3,1,1,2011
52207,13,6.5,4,2,2011
52215,12,6,2,1,2011
52224,7,7,3,3,2011
52227,2,2,1,1,2011
52233,35,35,4,4,2011
52240,7,3.5,2,1,2011
52254,0.78,0.78,2,2,2011
52258,2,2,1,1,2011
52260,7,3.5,3,1.5,2011
52287,5,5,2,2,2011
52317,4.8,4.8,7,7,2011
52320,7.5,7.5,1,1,2011
52323,6,6,2,2,2011
52354,23.2,23.2,4,4,2011
52356,96.24,48.12,12,6,2011
52381,21,21,2,2,2011
52385,9.3,9.3,3,3,2011
52405,12,12,2,2,2011
52418,13.5,6.75,3,1.5,2011
52480,8,4,2,1,2011
52490,64,32,8,4,2011
52520,10,10,2,2,2011
52540,3,3,1,1,2011
52560,5,5,1,1,2011
52565,4,4,1,1,2011
52573,4,4,2,2,2011
52585,10,10,2,2,2011
52612,5.3,5.3,4,4,2011
52621,24.487329,12.2436645,9,4.5,2011
52685,5.8,5.8,1,1,2011
52696,43,43,1,1,2011
52720,9,9,2,2,2011
52786,5.8,5.8,1,1,2011
52788,10,10,2,2,2011
52835,67,33.5,9,4.5,2011
52838,15.7,15.7,4,4,2011
54001,859.646233,171.9292466,60,12,2011
54051,22,11,5,2.5,2011
54099,5,5,1,1,2011
54128,22.3,11.15,8,4,2011
54172,14.58,4.86,3,1,2011
54174,5,5,1,1,2011
54206,20,20,4,4,2011
54239,1,1,1,1,2011
54250,18.246,9.123,6,3,2011
54261,22.107,22.107,5,5,2011
54313,5,5,1,1,2011
54344,25.7,12.85,9,4.5,2011
54377,10,10,2,2,2011
54385,2,2,1,1,2011
54398,10,10,2,2,2011
54405,36.4,12.133333333333335,7,2.3333333333333335,2011
54498,158.400482,39.6001205,29,7.25,2011
54518,28.2999,14.14995,7,3.5,2011
54599,2,2,1,1,2011
54670,16.05,16.05,16,16,2011
54673,22,11,3,1.5,2011
54680,3.5,3.5,1,1,2011
54800,21.5,21.5,5,5,2011
54810,24.762218,24.762218,14,14,2011
54820,8,8,2,2,2011
54871,38,19,3,1.5,2011
54874,128.1,32.025,7,1.75,2011
63001,63,15.75,11,2.75,2011
63130,5.8,5.8,4,4,2011
63190,46.3,15.433333333333334,9,3,2011
63212,16.1,5.366666666666667,11,3.6666666666666665,2011
63302,3,3,1,1,2011
63401,5,5,1,1,2011
63470,10,10,1,1,2011
63548,8.527648,8.527648,5,5,2011
63594,7,7,2,2,2011
66001,429.83919,85.967838,72,14.4,2011
66045,7.528162,3.764081,2,1,2011
66075,8,4,6,3,2011
66088,6.67,6.67,10,10,2011
66170,437.65,109.4125,46,11.5,2011
66318,10.398128,2.599532,5,1.25,2011
66383,14.673184,7.336592,5,2.5,2011
66400,57.3,14.325,4,1,2011
66440,2.5,2.5,2,2,2011
66456,13.2,13.2,4,4,2011
66572,5.5,5.5,1,1,2011
66594,16.8,4.2,4,1,2011
66682,5.05,5.05,2,2,2011
66687,35.248568,11.749522666666666,37,12.333333333333334,2011
68001,695,231.66666666666666,38,12.666666666666666,2011
68077,30,30,3,3,2011
68081,406.717617,135.572539,38,12.666666666666666,2011
68092,10,10,6,6,2011
68121,9.712,9.712,5,5,2011
68147,8,8,2,2,2011
68167,1.85,1.85,5,5,2011
68169,1.7,1.7,1,1,2011
68176,1.4,1.4,1,1,2011
68179,9,9,2,2,2011
68190,22.0996,22.0996,10,10,2011
68211,4.582,2.291,5,2.5,2011
