,,amount,amount,no_of_donors,no_of_donors
CORDOBA,CANALETE,1000000.0,1000000.0,1,1.0
CORDOBA,CERETE,35000000.0,35000000.0,1,1.0
CORDOBA,CHIMA,1200000.0,600000.0,2,1.0
CORDOBA,CHINU,11000000.0,11000000.0,2,2.0
CORDOBA,CIENAGA DE ORO,100000.0,100000.0,1,1.0
CORDOBA,COTORRA (BONGO),25200000.0,12600000.0,5,2.5
CORDOBA,LA APARTADA (FRONTERA),1500000.0,1500000.0,1,1.0
CORDOBA,LORICA,135185000.0,67592500.0,12,6.0
CORDOBA,LOS CORDOBAS,500000.0,500000.0,1,1.0
CORDOBA,MOMIL,11550000.0,2887500.0,5,1.25
CORDOBA,MONTELIBANO,160457950.0,40114487.5,32,8.0
CORDOBA,MONTERIA,757600000.0,378800000.0,23,11.5
CORDOBA,MOÑITOS,0.0,0.0,1,1.0
CORDOBA,PLANETA RICA,96958000.0,32319333.333333332,63,21.0
CORDOBA,PUEBLO NUEVO,300000.0,300000.0,1,1.0
CORDOBA,PUERTO ESCONDIDO,25400000.0,8466666.666666666,4,1.3333333333333333
CORDOBA,PUERTO LIBERTADOR,74640000.0,24880000.0,9,3.0
CORDOBA,PURISIMA,10000000.0,10000000.0,2,2.0
CORDOBA,SAHAGUN,202528200.0,33754700.0,23,3.8333333333333335
CORDOBA,SAN ANDRES DE SOTAVENTO,111550000.0,27887500.0,18,4.5
CORDOBA,SAN ANTERO,200000.0,200000.0,1,1.0
CORDOBA,SAN BERNARDO DEL VIENTO,60900000.0,15225000.0,11,2.75
CORDOBA,SAN CARLOS,10550000.0,5275000.0,5,2.5
CORDOBA,SAN PELAYO,62458841.0,15614710.25,19,4.75
CORDOBA,TIERRALTA,181934706.0,90967353.0,4,2.0
CORDOBA,TUCHIN,47750000.0,11937500.0,9,2.25
CORDOBA,VALENCIA,111300000.0,37100000.0,14,4.666666666666667
CUNDINAMARCA,AGUA DE DIOS,24000000.0,24000000.0,4,4.0
CUNDINAMARCA,ALBAN,300000.0,300000.0,1,1.0
CUNDINAMARCA,ANAPOIMA,5280000.0,1760000.0,5,1.6666666666666667
CUNDINAMARCA,ANOLAIMA,4800000.0,2400000.0,5,2.5
CUNDINAMARCA,ARBELAEZ,59266600.0,14816650.0,25,6.25
CUNDINAMARCA,BELTRAN,75000.0,75000.0,1,1.0
CUNDINAMARCA,BOJACA,17875000.0,17875000.0,14,14.0
CUNDINAMARCA,CABRERA,100000.0,100000.0,1,1.0
CUNDINAMARCA,CACHIPAY,5950000.0,5950000.0,1,1.0
CUNDINAMARCA,CAJICA,42099184.0,10524796.0,7,1.75
CUNDINAMARCA,CAPARRAPI,38835000.0,19417500.0,10,5.0
CUNDINAMARCA,CAQUEZA,5700000.0,2850000.0,4,2.0
CUNDINAMARCA,CHAGUANI,6760000.0,1690000.0,8,2.0
CUNDINAMARCA,CHIA,310955670.0,44422238.571428575,51,7.285714285714286
CUNDINAMARCA,CHIPAQUE,12500000.0,6250000.0,3,1.5
CUNDINAMARCA,CHOACHI,19500000.0,19500000.0,5,5.0
CUNDINAMARCA,CHOCONTA,12200000.0,12200000.0,2,2.0
CUNDINAMARCA,COGUA,9780000.0,3260000.0,5,1.6666666666666667
CUNDINAMARCA,COTA,296599000.0,98866333.33333333,31,10.333333333333334
CUNDINAMARCA,CUCUNUBA,9017746.0,9017746.0,3,3.0
CUNDINAMARCA,EL COLEGIO,13504952.0,4501650.666666667,8,2.6666666666666665
CUNDINAMARCA,EL PEÑON,1200000.0,1200000.0,1,1.0
CUNDINAMARCA,EL ROSAL,10000000.0,10000000.0,1,1.0
CUNDINAMARCA,FACATATIVA,60289320.0,10048220.0,30,5.0
CUNDINAMARCA,FOMEQUE,30300000.0,10100000.0,5,1.6666666666666667
CUNDINAMARCA,FUNZA,131776000.0,65888000.0,12,6.0
CUNDINAMARCA,FUQUENE,7500000.0,3750000.0,5,2.5
CUNDINAMARCA,FUSAGASUGA,589162679.0,84166097.0,52,7.428571428571429
CUNDINAMARCA,GACHALA,500000.0,500000.0,1,1.0
CUNDINAMARCA,GACHANCIPA,2000000.0,1000000.0,3,1.5
CUNDINAMARCA,GACHETA,150000.0,150000.0,1,1.0
CUNDINAMARCA,GIRARDOT,580195500.0,96699250.0,78,13.0
CUNDINAMARCA,GRANADA,3700000.0,1850000.0,5,2.5
CUNDINAMARCA,GUACHETA,20000000.0,20000000.0,4,4.0
CUNDINAMARCA,GUADUAS,65028000.0,16257000.0,16,4.0
CUNDINAMARCA,GUASCA,8700000.0,4350000.0,3,1.5
CUNDINAMARCA,GUATAQUI,14900000.0,7450000.0,6,3.0
CUNDINAMARCA,GUAYABAL DE SIQUIMA,5000000.0,5000000.0,1,1.0
CUNDINAMARCA,GUTIERREZ,4621800.0,4621800.0,4,4.0
CUNDINAMARCA,JERUSALEN,100000.0,100000.0,1,1.0
CUNDINAMARCA,JUNIN,23000000.0,23000000.0,2,2.0
CUNDINAMARCA,LA CALERA,88736600.0,22184150.0,31,7.75
CUNDINAMARCA,LA MESA,12080000.0,3020000.0,6,1.5
CUNDINAMARCA,LA PALMA,8350350.0,2783450.0,3,1.0
CUNDINAMARCA,LA VEGA,40200000.0,13400000.0,5,1.6666666666666667
CUNDINAMARCA,LENGUAZAQUE,2500000.0,2500000.0,2,2.0
CUNDINAMARCA,MACHETA,500000.0,500000.0,1,1.0
CUNDINAMARCA,MADRID,163702967.0,32740593.4,19,3.8
CUNDINAMARCA,MANTA,25725000.0,25725000.0,3,3.0
CUNDINAMARCA,MOSQUERA,31500000.0,10500000.0,3,1.0
CUNDINAMARCA,NARIÑO,1570000.0,1570000.0,1,1.0
CUNDINAMARCA,NEMOCON,14800000.0,7400000.0,4,2.0
CUNDINAMARCA,NILO,35305000.0,17652500.0,17,8.5
CUNDINAMARCA,NIMAIMA,9000000.0,9000000.0,2,2.0
CUNDINAMARCA,NOCAIMA,13824000.0,13824000.0,1,1.0
CUNDINAMARCA,PACHO,48550000.0,6935714.285714285,18,2.5714285714285716
CUNDINAMARCA,PAIME,500000.0,500000.0,1,1.0
CUNDINAMARCA,PANDI,6160000.0,3080000.0,6,3.0
CUNDINAMARCA,PARATEBUENO (LA NAGUAYA),19157000.0,9578500.0,10,5.0
CUNDINAMARCA,PASCA,28378542.0,28378542.0,12,12.0
CUNDINAMARCA,PULI,7000000.0,7000000.0,3,3.0
CUNDINAMARCA,QUEBRADANEGRA,5000000.0,5000000.0,1,1.0
CUNDINAMARCA,QUETAME,250000.0,250000.0,1,1.0
CUNDINAMARCA,QUIPILE,500000.0,500000.0,1,1.0
CUNDINAMARCA,RICAURTE,2680000.0,2680000.0,3,3.0
CUNDINAMARCA,SAN BERNARDO,9000000.0,9000000.0,3,3.0
CUNDINAMARCA,SAN CAYETANO,6600000.0,6600000.0,2,2.0
CUNDINAMARCA,SAN FRANCISCO,16758696.0,5586232.0,11,3.6666666666666665
CUNDINAMARCA,SAN JUAN DE RIOSECO,11200000.0,11200000.0,2,2.0
CUNDINAMARCA,SESQUILE,21061000.0,7020333.333333333,25,8.333333333333334
CUNDINAMARCA,SIBATE,118505000.0,39501666.666666664,26,8.666666666666666
CUNDINAMARCA,SOACHA,416463838.0,138821279.33333334,19,6.333333333333333
CUNDINAMARCA,SOPO,48100000.0,12025000.0,10,2.5
CUNDINAMARCA,SUBACHOQUE,5209224.0,5209224.0,5,5.0
CUNDINAMARCA,SUESCA,200000.0,200000.0,1,1.0
CUNDINAMARCA,SUSA,11000000.0,5500000.0,4,2.0
CUNDINAMARCA,TABIO,19268000.0,3853600.0,23,4.6
CUNDINAMARCA,TAUSA,200000.0,200000.0,1,1.0
CUNDINAMARCA,TENA,4650000.0,4650000.0,1,1.0
CUNDINAMARCA,TENJO,69680000.0,23226666.666666668,17,5.666666666666667
CUNDINAMARCA,TIBACUY,100000.0,100000.0,1,1.0
CUNDINAMARCA,TOCAIMA,7300000.0,3650000.0,4,2.0
CUNDINAMARCA,TOCANCIPA,236295014.0,47259002.8,33,6.6
CUNDINAMARCA,TOPAIPI,36162000.0,18081000.0,5,2.5
CUNDINAMARCA,UBALA,42000000.0,42000000.0,7,7.0
CUNDINAMARCA,UBAQUE,17000000.0,17000000.0,5,5.0
CUNDINAMARCA,UBATE,31216000.0,6243200.0,15,3.0
CUNDINAMARCA,UTICA,12350000.0,6175000.0,3,1.5
CUNDINAMARCA,VENECIA,343000.0,171500.0,2,1.0
CUNDINAMARCA,VIANI,44279152.0,14759717.333333334,34,11.333333333333334
CUNDINAMARCA,VILLAGOMEZ,12980000.0,4326666.666666667,8,2.6666666666666665
CUNDINAMARCA,VILLAPINZON,5950000.0,2975000.0,4,2.0
CUNDINAMARCA,VILLETA,31000000.0,15500000.0,5,2.5
CUNDINAMARCA,VIOTA,12195000.0,12195000.0,5,5.0
CUNDINAMARCA,YACOPI,25000000.0,25000000.0,2,2.0
CUNDINAMARCA,ZIPACON,19269067.0,9634533.5,7,3.5
CUNDINAMARCA,ZIPAQUIRA,177957848.0,35591569.6,64,12.8
GUAINIA,INIRIDA,94729200.0,23682300.0,41,10.25
GUAVIARE,CALAMAR,58658047.0,29329023.5,13,6.5
GUAVIARE,EL RETORNO,94390000.0,47195000.0,15,7.5
GUAVIARE,MIRAFLORES,1000000.0,1000000.0,1,1.0
GUAVIARE,SAN JOSE DEL GUAVIARE,50450000.0,12612500.0,11,2.75
HUILA,ACEVEDO,3200000.0,1600000.0,2,1.0
HUILA,AGRADO,27772650.0,27772650.0,3,3.0
HUILA,AIPE,40000000.0,40000000.0,16,16.0
HUILA,ALGECIRAS,400000.0,400000.0,1,1.0
HUILA,ALTAMIRA,4400000.0,1466666.6666666667,3,1.0
HUILA,BARAYA,300000.0,150000.0,2,1.0
HUILA,CAMPOALEGRE,15400000.0,3850000.0,4,1.0
HUILA,GARZON,98865300.0,32955100.0,5,1.6666666666666667
HUILA,GIGANTE,92247886.0,23061971.5,11,2.75
HUILA,GUADALUPE,30300000.0,10100000.0,6,2.0
HUILA,HOBO,5700000.0,5700000.0,1,1.0
HUILA,IQUIRA,4750000.0,1583333.3333333333,3,1.0
HUILA,ISNOS,43350000.0,10837500.0,10,2.5
HUILA,LA ARGENTINA (PLATA VIEJA),20222000.0,10111000.0,5,2.5
HUILA,LA PLATA,1600000.0,400000.0,5,1.25
HUILA,NATAGA,17500000.0,5833333.333333333,6,2.0
HUILA,NEIVA,404037470.0,57719638.571428575,20,2.857142857142857
HUILA,OPORAPA,11500000.0,11500000.0,2,2.0
HUILA,PAICOL,1700000.0,850000.0,6,3.0
HUILA,PALERMO,49936800.0,24968400.0,4,2.0
HUILA,PALESTINA,1400000.0,466666.6666666667,3,1.0
HUILA,PITAL,2788600.0,1394300.0,4,2.0
HUILA,PITALITO,34331360.0,11443786.666666666,14,4.666666666666667
HUILA,RIVERA,250000.0,250000.0,1,1.0
HUILA,SALADOBLANCO,14200000.0,7100000.0,3,1.5
HUILA,SAN AGUSTIN,1810000.0,603333.3333333334,3,1.0
HUILA,SANTA MARIA,16945000.0,8472500.0,4,2.0
HUILA,SUAZA,25573000.0,8524333.333333334,8,2.6666666666666665
HUILA,TARQUI,6300000.0,3150000.0,6,3.0
HUILA,TESALIA (CARNICERIAS),12750000.0,6375000.0,5,2.5
HUILA,TIMANA,150000.0,150000.0,1,1.0
HUILA,VILLAVIEJA,5650000.0,5650000.0,5,5.0
HUILA,YAGUARA,1575000.0,787500.0,2,1.0
LA GUAJIRA,ALBANIA,62400000.0,15600000.0,7,1.75
LA GUAJIRA,BARRANCAS,43000000.0,10750000.0,9,2.25
LA GUAJIRA,DIBULLA,56300000.0,11260000.0,10,2.0
LA GUAJIRA,DISTRACCION,38000000.0,19000000.0,5,2.5
LA GUAJIRA,EL MOLINO,1000000.0,1000000.0,1,1.0
LA GUAJIRA,FONSECA,172150000.0,43037500.0,17,4.25
LA GUAJIRA,HATONUEVO,59000000.0,29500000.0,12,6.0
LA GUAJIRA,LA JAGUA DEL PILAR,27300000.0,27300000.0,4,4.0
LA GUAJIRA,MAICAO,392801200.0,78560240.0,21,4.2
LA GUAJIRA,MANAURE,199910000.0,66636666.666666664,17,5.666666666666667
LA GUAJIRA,RIOHACHA,371448500.0,46431062.5,37,4.625
LA GUAJIRA,SAN JUAN DEL CESAR,71450000.0,35725000.0,2,1.0
LA GUAJIRA,URIBIA,589683332.0,196561110.66666666,45,15.0
LA GUAJIRA,URUMITA,31000000.0,31000000.0,5,5.0
LA GUAJIRA,VILLANUEVA,123580000.0,41193333.333333336,9,3.0
MAGDALENA,ALGARROBO,11000000.0,5500000.0,2,1.0
MAGDALENA,ARACATACA,33100000.0,33100000.0,3,3.0
MAGDALENA,ARIGUANI (EL DIFICIL),66600000.0,13320000.0,15,3.0
MAGDALENA,CERRO DE SAN ANTONIO,250000.0,250000.0,1,1.0
MAGDALENA,CHIVOLO,64500000.0,21500000.0,12,4.0
MAGDALENA,CIENAGA,190720000.0,31786666.666666668,11,1.8333333333333333
MAGDALENA,EL BANCO,134783300.0,44927766.666666664,14,4.666666666666667
MAGDALENA,EL PIÑON,20100000.0,6700000.0,3,1.0
MAGDALENA,EL RETEN,19075000.0,6358333.333333333,4,1.3333333333333333
MAGDALENA,FUNDACION,101420000.0,20284000.0,19,3.8
MAGDALENA,GUAMAL,29100000.0,7275000.0,6,1.5
MAGDALENA,NUEVA GRANADA,1200000.0,600000.0,2,1.0
MAGDALENA,PEDRAZA,3500000.0,1750000.0,3,1.5
MAGDALENA,PIJIÑO DEL CARMEN,30000000.0,30000000.0,4,4.0
MAGDALENA,PIVIJAY,44500000.0,22250000.0,10,5.0
MAGDALENA,PLATO,21550000.0,5387500.0,5,1.25
MAGDALENA,PUEBLOVIEJO,11497610.0,3832536.6666666665,6,2.0
MAGDALENA,REMOLINO,28000000.0,28000000.0,5,5.0
MAGDALENA,SABANAS DE SAN ANGEL,550000.0,275000.0,3,1.5
MAGDALENA,SALAMINA,500000.0,500000.0,1,1.0
MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,3000000.0,3000000.0,1,1.0
MAGDALENA,SANTA ANA,63700000.0,63700000.0,12,12.0
MAGDALENA,SANTA MARTA,1510225486.0,302045097.2,69,13.8
MAGDALENA,SITIONUEVO,61252648.0,15313162.0,10,2.5
MAGDALENA,TENERIFE,5200000.0,2600000.0,2,1.0
MAGDALENA,ZAPAYAN,500000.0,500000.0,1,1.0
MAGDALENA,ZONA BANANERA (SEVILLA),125310000.0,62655000.0,10,5.0
META,ACACIAS,793655112.0,198413778.0,47,11.75
META,BARRANCA DE UPIA,700000.0,350000.0,2,1.0
META,CABUYARO,82000000.0,41000000.0,36,18.0
META,CASTILLA LA NUEVA,11000000.0,5500000.0,6,3.0
META,CUBARRAL,94309267.0,18861853.4,27,5.4
META,CUMARAL,44960600.0,8992120.0,15,3.0
META,EL CASTILLO,15900000.0,5300000.0,6,2.0
META,EL DORADO,4700000.0,4700000.0,2,2.0
META,FUENTE DE ORO,29475000.0,14737500.0,19,9.5
META,GRANADA,524055960.0,131013990.0,91,22.75
META,GUAMAL,71400000.0,71400000.0,7,7.0
META,LA MACARENA,1200000.0,600000.0,3,1.5
META,LEJANIAS,6700000.0,2233333.3333333335,3,1.0
META,MAPIRIPAN,73050000.0,18262500.0,9,2.25
META,MESETAS,67855000.0,22618333.333333332,12,4.0
META,PUERTO GAITAN,301172644.0,100390881.33333333,31,10.333333333333334
META,PUERTO LLERAS,1210000.0,403333.3333333333,3,1.0
META,PUERTO LOPEZ,104430000.0,17405000.0,20,3.3333333333333335
META,PUERTO RICO,65400000.0,21800000.0,53,17.666666666666668
META,RESTREPO,62100000.0,20700000.0,8,2.6666666666666665
META,SAN CARLOS DE GUAROA,61310000.0,30655000.0,7,3.5
META,SAN JUAN DE ARAMA,9839000.0,9839000.0,4,4.0
META,SAN JUANITO,1650000.0,825000.0,3,1.5
META,SAN MARTIN DE LOS LLANOS,47499500.0,15833166.666666666,13,4.333333333333333
META,URIBE,56880000.0,28440000.0,3,1.5
META,VILLAVICENCIO,2001704838.0,250213104.75,329,41.125
META,VISTA HERMOSA,34128050.0,8532012.5,7,1.75
NARIÑO,ALBAN (SAN JOSE),12000000.0,12000000.0,2,2.0
NARIÑO,ALDANA,7500000.0,7500000.0,4,4.0
NARIÑO,ANCUYA,18000000.0,18000000.0,5,5.0
NARIÑO,ARBOLEDA (BERRUECOS),10500000.0,10500000.0,2,2.0
NARIÑO,BARBACOAS,4500000.0,4500000.0,3,3.0
NARIÑO,BELEN,1000000.0,1000000.0,1,1.0
NARIÑO,BUESACO,15200000.0,5066666.666666667,8,2.6666666666666665
NARIÑO,CHACHAGUI,9500000.0,9500000.0,1,1.0
NARIÑO,COLON (GENOVA),1500000.0,1500000.0,1,1.0
NARIÑO,CONSACA,8100000.0,4050000.0,3,1.5
NARIÑO,CONTADERO,6970000.0,3485000.0,2,1.0
NARIÑO,CUASPUD (CARLOSAMA),7800000.0,7800000.0,4,4.0
NARIÑO,CUMBAL,4000000.0,4000000.0,2,2.0
NARIÑO,CUMBITARA,2400000.0,2400000.0,1,1.0
NARIÑO,EL CHARCO,18900000.0,4725000.0,9,2.25
NARIÑO,EL PEÑOL,13600000.0,6800000.0,3,1.5
NARIÑO,EL ROSARIO,20800000.0,10400000.0,5,2.5
NARIÑO,FRANCISCO PIZARRO (SALAHONDA),62987000.0,20995666.666666668,16,5.333333333333333
NARIÑO,FUNES,500000.0,500000.0,1,1.0
NARIÑO,GUACHUCAL,17312937.0,5770979.0,4,1.3333333333333333
NARIÑO,GUAITARILLA,1100000.0,366666.6666666667,3,1.0
NARIÑO,ILES,400000.0,400000.0,2,2.0
NARIÑO,IMUES,15000000.0,15000000.0,2,2.0
NARIÑO,IPIALES,67700000.0,16925000.0,27,6.75
NARIÑO,LA CRUZ,4000000.0,2000000.0,2,1.0
NARIÑO,LA FLORIDA,1200000.0,1200000.0,1,1.0
NARIÑO,LA LLANADA,9200000.0,4600000.0,2,1.0
NARIÑO,LA UNION,200000.0,200000.0,1,1.0
NARIÑO,LEIVA,17100000.0,17100000.0,4,4.0
NARIÑO,LINARES,200000.0,200000.0,1,1.0
NARIÑO,LOS ANDES (SOTOMAYOR),19400000.0,9700000.0,7,3.5
NARIÑO,MAGUI (PAYAN),53870000.0,26935000.0,9,4.5
NARIÑO,MALLAMA (PIEDRANCHA),6600000.0,1650000.0,5,1.25
NARIÑO,MOSQUERA,40000000.0,40000000.0,4,4.0
NARIÑO,NARIÑO,1200000.0,1200000.0,2,2.0
NARIÑO,OLAYA HERRERA,22300000.0,11150000.0,3,1.5
NARIÑO,OSPINA,11100000.0,5550000.0,4,2.0
NARIÑO,PASTO,363278882.5,60546480.416666664,57,9.5
NARIÑO,POLICARPA,1000000.0,1000000.0,1,1.0
NARIÑO,POTOSI,900000.0,450000.0,2,1.0
NARIÑO,PROVIDENCIA,21000000.0,21000000.0,2,2.0
NARIÑO,PUERRES,200000.0,200000.0,1,1.0
NARIÑO,PUPIALES,1840000.0,1840000.0,3,3.0
NARIÑO,RICAURTE,30480000.0,7620000.0,15,3.75
NARIÑO,ROBERTO PAYAN (SAN JOSE),102500000.0,34166666.666666664,18,6.0
NARIÑO,SAMANIEGO,300000.0,150000.0,2,1.0
NARIÑO,SAN BERNARDO,300000.0,150000.0,2,1.0
NARIÑO,SAN LORENZO,600000.0,300000.0,2,1.0
NARIÑO,SAN PABLO,42550000.0,21275000.0,13,6.5
NARIÑO,SANDONA,10100000.0,5050000.0,2,1.0
NARIÑO,SANTA BARBARA (ISCUANDE),46700000.0,23350000.0,5,2.5
NARIÑO,SANTACRUZ (GUACHAVES),12600000.0,12600000.0,4,4.0
NARIÑO,SAPUYES,6000000.0,6000000.0,1,1.0
NARIÑO,TAMINANGO,21799464.0,10899732.0,2,1.0
NARIÑO,TANGUA,15000000.0,15000000.0,2,2.0
NARIÑO,TUMACO,603831641.0,100638606.83333333,96,16.0
NARIÑO,TUQUERRES,30100000.0,10033333.333333334,6,2.0
NARIÑO,YACUANQUER,1100000.0,550000.0,3,1.5
NORTE DE SANTANDER,ABREGO,25500000.0,8500000.0,3,1.0
NORTE DE SANTANDER,BOCHALEMA,2650000.0,2650000.0,2,2.0
NORTE DE SANTANDER,CACHIRA,22100000.0,22100000.0,8,8.0
NORTE DE SANTANDER,CACOTA,22800000.0,22800000.0,2,2.0
NORTE DE SANTANDER,CHINACOTA,33000000.0,16500000.0,4,2.0
NORTE DE SANTANDER,CHITAGA,100000.0,100000.0,1,1.0
NORTE DE SANTANDER,CONVENCION,5000000.0,5000000.0,2,2.0
NORTE DE SANTANDER,CUCUTA,362771517.0,51824502.428571425,65,9.285714285714286
NORTE DE SANTANDER,EL CARMEN,14300000.0,7150000.0,4,2.0
NORTE DE SANTANDER,EL TARRA,11000000.0,5500000.0,2,1.0
NORTE DE SANTANDER,EL ZULIA,33200000.0,11066666.666666666,11,3.6666666666666665
NORTE DE SANTANDER,LA PLAYA,200000.0,200000.0,1,1.0
NORTE DE SANTANDER,LABATECA,7000000.0,7000000.0,1,1.0
NORTE DE SANTANDER,LOS PATIOS,90400000.0,45200000.0,10,5.0
NORTE DE SANTANDER,LOURDES,200000.0,200000.0,1,1.0
NORTE DE SANTANDER,MUTISCUA,300000.0,150000.0,2,1.0
NORTE DE SANTANDER,OCAÑA,43800000.0,10950000.0,12,3.0
NORTE DE SANTANDER,PAMPLONA,141628220.0,47209406.666666664,16,5.333333333333333
NORTE DE SANTANDER,PUERTO SANTANDER,20000000.0,20000000.0,2,2.0
NORTE DE SANTANDER,SALAZAR,15000000.0,15000000.0,2,2.0
NORTE DE SANTANDER,SAN CALIXTO,600000.0,600000.0,1,1.0
NORTE DE SANTANDER,SAN CAYETANO,6500000.0,3250000.0,2,1.0
NORTE DE SANTANDER,SANTIAGO,12000000.0,6000000.0,3,1.5
NORTE DE SANTANDER,SARDINATA,9750000.0,9750000.0,2,2.0
NORTE DE SANTANDER,SILOS,200000.0,200000.0,2,2.0
NORTE DE SANTANDER,TEORAMA,35150000.0,17575000.0,5,2.5
NORTE DE SANTANDER,TIBU,88400000.0,44200000.0,7,3.5
NORTE DE SANTANDER,TOLEDO,15000000.0,15000000.0,3,3.0
NORTE DE SANTANDER,VILLA DEL ROSARIO,84522742.2,21130685.55,10,2.5
PUTUMAYO,COLON,1000000.0,500000.0,2,1.0
PUTUMAYO,MOCOA,132650901.0,22108483.5,39,6.5
PUTUMAYO,ORITO,8480000.0,2826666.6666666665,4,1.3333333333333333
PUTUMAYO,PUERTO ASIS,383895088.0,42655009.777777776,56,6.222222222222222
PUTUMAYO,PUERTO CAICEDO,19054348.0,6351449.333333333,10,3.3333333333333335
PUTUMAYO,PUERTO GUZMAN,61150000.0,30575000.0,9,4.5
PUTUMAYO,PUERTO LEGUIZAMO,10450000.0,3483333.3333333335,4,1.3333333333333333
PUTUMAYO,SAN FRANCISCO,9500000.0,2375000.0,6,1.5
PUTUMAYO,SAN MIGUEL (LA DORADA),900000.0,300000.0,3,1.0
PUTUMAYO,SANTIAGO,650000.0,216666.66666666666,3,1.0
PUTUMAYO,SIBUNDOY,2300000.0,2300000.0,2,2.0
PUTUMAYO,VALLE DEL GUAMUEZ (LA HORMIGA),84822000.0,28274000.0,14,4.666666666666667
PUTUMAYO,VILLAGARZON,83200000.0,41600000.0,9,4.5
QUINDIO,ARMENIA,637985118.0,106330853.0,152,25.333333333333332
QUINDIO,CALARCA,34305000.0,8576250.0,14,3.5
QUINDIO,CIRCASIA,21320000.0,5330000.0,8,2.0
QUINDIO,FILANDIA,20965000.0,5241250.0,5,1.25
QUINDIO,GENOVA,10000000.0,10000000.0,1,1.0
QUINDIO,LA TEBAIDA,15088000.0,7544000.0,2,1.0
QUINDIO,MONTENEGRO,14792642.0,3698160.5,9,2.25
QUINDIO,PIJAO,2000000.0,2000000.0,2,2.0
QUINDIO,QUIMBAYA,40600000.0,13533333.333333334,19,6.333333333333333
RISARALDA,APIA,9500000.0,9500000.0,1,1.0
RISARALDA,BALBOA,3150000.0,1050000.0,3,1.0
RISARALDA,BELEN DE UMBRIA,21900000.0,7300000.0,9,3.0
RISARALDA,DOSQUEBRADAS,356220000.0,89055000.0,42,10.5
RISARALDA,LA CELIA,8400000.0,8400000.0,2,2.0
RISARALDA,LA VIRGINIA,25101970.0,5020394.0,14,2.8
RISARALDA,MARSELLA,600000.0,300000.0,2,1.0
RISARALDA,MISTRATO,27000000.0,27000000.0,2,2.0
RISARALDA,PEREIRA,851488494.0,121641213.42857143,143,20.428571428571427
RISARALDA,PUEBLO RICO,35800000.0,17900000.0,9,4.5
RISARALDA,QUINCHIA,950000.0,475000.0,2,1.0
RISARALDA,SANTA ROSA DE CABAL,109472000.0,18245333.333333332,15,2.5
RISARALDA,SANTUARIO,12303416.0,6151708.0,7,3.5
SAN ANDRES,PROVIDENCIA,48756100.0,24378050.0,8,4.0
SANTANDER,AGUADA,2750000.0,1375000.0,3,1.5
SANTANDER,ALBANIA,1500000.0,1500000.0,2,2.0
SANTANDER,BARBOSA,8536000.0,4268000.0,9,4.5
SANTANDER,BARICHARA,500000.0,500000.0,1,1.0
SANTANDER,BARRANCABERMEJA,310192333.0,77548083.25,32,8.0
SANTANDER,BUCARAMANGA,1143306988.0,163329569.7142857,95,13.571428571428571
SANTANDER,CABRERA,1000000.0,1000000.0,1,1.0
SANTANDER,CAPITANEJO,2660000.0,2660000.0,6,6.0
SANTANDER,CEPITA,1200000.0,600000.0,2,1.0
SANTANDER,CERRITO,2000000.0,1000000.0,3,1.5
SANTANDER,CHIMA,600000.0,300000.0,2,1.0
SANTANDER,CIMITARRA,97129000.0,32376333.333333332,20,6.666666666666667
SANTANDER,CONCEPCION,8100000.0,4050000.0,8,4.0
SANTANDER,CONTRATACION,4500000.0,2250000.0,2,1.0
SANTANDER,CURITI,100000.0,100000.0,1,1.0
SANTANDER,EL CARMEN,11500000.0,5750000.0,2,1.0
SANTANDER,EL GUACAMAYO,28451147.0,14225573.5,5,2.5
SANTANDER,EL PEÑON,800000.0,800000.0,1,1.0
SANTANDER,ENCINO,100000.0,100000.0,1,1.0
SANTANDER,FLORIDABLANCA,779641820.0,111377402.85714285,48,6.857142857142857
SANTANDER,GALAN,300000.0,150000.0,3,1.5
SANTANDER,GAMBITA,400000.0,200000.0,2,1.0
SANTANDER,GIRON,317300000.0,158650000.0,4,2.0
SANTANDER,GUACA,100000.0,100000.0,1,1.0
SANTANDER,GUADALUPE,33700000.0,33700000.0,13,13.0
SANTANDER,GUEPSA,500000.0,500000.0,1,1.0
SANTANDER,HATO,250000.0,250000.0,1,1.0
SANTANDER,JESUS MARIA,2950000.0,1475000.0,4,2.0
SANTANDER,JORDAN,100000.0,100000.0,1,1.0
SANTANDER,LA BELLEZA,20100000.0,20100000.0,3,3.0
SANTANDER,LA PAZ,1880760.0,1880760.0,1,1.0
SANTANDER,LANDAZURI,3000000.0,3000000.0,1,1.0
SANTANDER,LEBRIJA,2050000.0,1025000.0,2,1.0
SANTANDER,LOS SANTOS,10372704.0,10372704.0,3,3.0
SANTANDER,MACARAVITA,4665000.0,2332500.0,8,4.0
SANTANDER,MALAGA,70000.0,70000.0,1,1.0
SANTANDER,MATANZA,25695000.0,8565000.0,7,2.3333333333333335
SANTANDER,MOGOTES,1200000.0,1200000.0,3,3.0
SANTANDER,MOLAGAVITA,400000.0,200000.0,2,1.0
SANTANDER,OCAMONTE,10700000.0,5350000.0,6,3.0
SANTANDER,OIBA,46000000.0,23000000.0,13,6.5
SANTANDER,ONZAGA,43600000.0,43600000.0,7,7.0
SANTANDER,PARAMO,12000000.0,12000000.0,6,6.0
SANTANDER,PIEDECUESTA,227302702.0,56825675.5,36,9.0
